symbol,name,industry,sector,market_cap,exchange
TARSONS,Tarsons Products Limited,Medical Instruments & Supplies,Healthcare,23820462080,BSE
OMNIPOTENT,Unknown,Unknown,Unknown,0,BSE
GOCOLORS,Go Fashion (India) Limited,Apparel Retail,Consumer Cyclical,74791665664,BSE
DMR,Unknown,Unknown,Unknown,0,BSE
HITECH,Hi-Tech Pipes Limited,Steel,Basic Materials,33901369344,BSE
STARHEALTH,Star Health and Allied Insurance Company Limited,Insurance—Diversified,Financial Services,353919631360,BSE
TEGA,Tega Industries Limited,Specialty Industrial Machinery,Industrials,131430899712,BSE
MAHKTECH,Unknown,Unknown,Unknown,0,BSE
ANANDRATHI,Anand Rathi Wealth Limited,Asset Management,Financial Services,161201094656,BSE
ZODIAC,Zodiac Clothing Company Ltd.,Unknown,Unknown,11967711232,BSE
RATEGAIN,RateGain Travel Technologies Limited,Software—Application,Technology,86202761216,BSE
SHRIRAMPPS,Shriram Properties Limited,Real Estate—Development,Real Estate,21890359296,BSE
JETFREIGHT,Jet Freight Logistics Limited,Integrated Freight & Logistics,Industrials,774479424,BSE
MAPMYINDIA,C. E. Info Systems Limited,Software—Infrastructure,Technology,118893518848,BSE
METROBRAND,Metro Brands Limited,Apparel Retail,Consumer Cyclical,348660662272,BSE
MEDPLUS,MedPlus Health Services Limited,Pharmaceutical Retailers,Healthcare,79413018624,BSE
DATAPATTNS,Data Patterns (India) Limited,Aerospace & Defense,Industrials,128903159808,BSE
HPAL,HP Adhesives Limited,Specialty Chemicals,Basic Materials,8430423040,BSE
SUPRIYA,Supriya Lifescience Limited,Biotechnology,Healthcare,47134752768,BSE
CLARA,Unknown,Unknown,Unknown,0,BSE
MONQ50,Unknown,Unknown,Unknown,0,BSE
MIDQ50ADD,Unknown,Unknown,Unknown,0,BSE
BRANDBUCKT,Unknown,Unknown,Unknown,0,BSE
NIFTY50ADD,Unknown,Unknown,Unknown,0,BSE
CMSINFO,CMS Info Systems Limited,Specialty Business Services,Industrials,96371376128,BSE
BCONCEPTS,Brand Concepts Limited,Footwear & Accessories,Consumer Cyclical,7216961536,BSE
FABINO,Unknown,Unknown,Unknown,0,BSE
WEL,Wonder Electricals Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,18890502144,BSE
AUTOIETF,Unknown,Unknown,Unknown,0,BSE
AGSTRA,AGS Transact Technologies Limited,Software—Infrastructure,Technology,12358732800,BSE
ALKOSIGN,Unknown,Unknown,Unknown,0,BSE
MAKEINDIA,Unknown,Unknown,Unknown,0,BSE
AWL,Adani Wilmar Limited,Packaged Foods,Consumer Defensive,453653299200,BSE
QRIL,Unknown,Unknown,Unknown,0,BSE
SSTL,Unknown,Unknown,Unknown,0,BSE
DEVIT,Dev Information Technology Limited,Information Technology Services,Technology,3555955200,BSE
MANYAVAR,Vedant Fashions Limited,Apparel Manufacturing,Consumer Cyclical,329650438144,BSE
SPITZE,Unknown,Unknown,Unknown,0,BSE
MOMOMENTUM,Unknown,Unknown,Unknown,0,BSE
SOFTTECH,SoftTech Engineers Limited,Software—Application,Technology,4783447040,BSE
TECH,Aditya Birla Sun Life Amc Ltd. - Absl Mutual Fund - Absl Nifty IT ETF,Unknown,Unknown,0,BSE
HEALTHY,Aditya Birla Sun Life Amc Ltd. - Absl Mutual Fund - Absl Nifty Healthcare Etf,Unknown,Unknown,0,BSE
BSLNIFTY,Birla Sun Life Mutual Fund - Birla Sun Life Nifty ETF,Unknown,Unknown,0,BSE
EKENNIS,Unknown,Unknown,Unknown,0,BSE
MIDCAPETF,Unknown,Unknown,Unknown,0,BSE
EUREKAFORB,Eureka Forbes Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,111695429632,BSE
GATEWAY,Gateway Distriparks Limited,Integrated Freight & Logistics,Industrials,46182096896,BSE
GMRP&UI,GMR Power And Urban Infra Limited,Thermal Coal,Energy,110871060480,BSE
BCCL,Unknown,Unknown,Unknown,0,BSE
MSUMI,Motherson Sumi Wiring India Limited,Auto Parts,Consumer Cyclical,309919776768,BSE
ACHYUT,Unknown,Unknown,Unknown,0,BSE
EVOQ,Unknown,Unknown,Unknown,0,BSE
MOLOWVOL,Unknown,Unknown,Unknown,0,BSE
AVROIND,Avro India Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1803597568,BSE
UMAEXPORTS,Uma Exports Limited,Farm Products,Consumer Defensive,4048723456,BSE
VERANDA,Veranda Learning Solutions Limited,Education & Training Services,Consumer Defensive,21907318784,BSE
SEML,Unknown,Unknown,Unknown,0,BSE
DHYAANITR,Unknown,Unknown,Unknown,0,BSE
HARIOMPIPE,Hariom Pipe Industries Limited,Steel,Basic Materials,22102910976,BSE
EIGHTY,Unknown,Unknown,Unknown,0,BSE
SFSL,Unknown,Unknown,Unknown,0,BSE
GLHRL,Unknown,Unknown,Unknown,0,BSE
FONE4,Unknown,Unknown,Unknown,0,BSE
NVENTURES,Unknown,Unknown,Unknown,0,BSE
CAMPUS,Campus Activewear Limited,Footwear & Accessories,Consumer Cyclical,102994640896,BSE
RAINBOW,Rainbow Children's Medicare Limited,Medical Care Facilities,Healthcare,147651526656,BSE
SILVERTUC,Silver Touch Technologies Limited,Information Technology Services,Technology,9295172608,BSE
LICI,Life Insurance Corporation of India,Insurance—Life,Financial Services,6326897868800,BSE
PRUDENT,Prudent Corporate Advisory Services Limited,Asset Management,Financial Services,106295140352,BSE
VENUSPIPES,Venus Pipes and Tubes Limited,Steel,Basic Materials,43667062784,BSE
DELHIVERY,Delhivery Limited,Integrated Freight & Logistics,Industrials,310112911360,BSE
PARADEEP,Paradeep Phosphates Limited,Agricultural Inputs,Basic Materials,73077530624,BSE
TIERRA,Unknown,Unknown,Unknown,0,BSE
ETHOSLTD,Ethos Limited,Luxury Goods,Consumer Cyclical,82986106880,BSE
EMUDHRA,eMudhra Limited,Software—Application,Technology,72543043584,BSE
AETHER,Aether Industries Limited,Specialty Chemicals,Basic Materials,125817430016,BSE
WEWIN,We Win Limited,Information Technology Services,Technology,736672512,BSE
SILVERPRL,Unknown,Unknown,Unknown,0,BSE
SCARNOSE,Unknown,Unknown,Unknown,0,BSE
GOEL,Unknown,Unknown,Unknown,0,BSE
MODIS,Unknown,Unknown,Unknown,0,BSE
PGCRL,Unknown,Unknown,Unknown,0,BSE
SAILANI,Unknown,Unknown,Unknown,0,BSE
KESAR,Unknown,Unknown,Unknown,0,BSE
BRRL,Unknown,Unknown,Unknown,0,BSE
JAYANT,COLUMBIA U.S. ESG EQUITY INCOME,Unknown,Unknown,0,BSE
VEERKRUPA,Unknown,Unknown,Unknown,0,BSE
HEALTHYLIFE,Unknown,Unknown,Unknown,0,BSE
DDEVPLASTIK,Unknown,Unknown,Unknown,0,BSE
MOHEALTH,Unknown,Unknown,Unknown,0,BSE
MOM30IETF,Unknown,Unknown,Unknown,0,BSE
HDFCNIF100,Unknown,Unknown,Unknown,0,BSE
HDFCNEXT50,Unknown,Unknown,Unknown,0,BSE
INFRAIETF,Unknown,Unknown,Unknown,0,BSE
SYRMA,Syrma SGS Technology Limited,Electronic Components,Technology,76071829504,BSE
NIFTYQLITY,Unknown,Unknown,Unknown,0,BSE
MOMENTUM,Unknown,Unknown,Unknown,0,BSE
MOVALUE,Unknown,Unknown,Unknown,0,BSE
MOQUALITY,Unknown,Unknown,Unknown,0,BSE
OLATECH,Unknown,Unknown,Unknown,0,BSE
NATURO,Unknown,Unknown,Unknown,0,BSE
RHETAN,Unknown,Unknown,Unknown,0,BSE
DREAMFOLKS,Dreamfolks Services Limited,Airports & Air Services,Industrials,24663767040,BSE
DBOL,Dhampur Bio Organics Limited,Farm Products,Consumer Defensive,10734874624,BSE
DPL,Dhunseri Ventures Limited,Unknown,Unknown,280198400,BSE
EPBIO,Unknown,Unknown,Unknown,0,BSE
TMB,Tamilnad Mercantile Bank Limited,Banks—Regional,Financial Services,74464559104,BSE
VOEPL,Unknown,Unknown,Unknown,0,BSE
SISL,Share India Securities Limited,Unknown,Unknown,0,BSE
KSOLVES,Ksolves India Limited,Software—Application,Technology,12250212352,BSE
HARSHA,Harsha Engineers International Limited,Tools & Accessories,Industrials,47606960128,BSE
HDFCQUAL,Unknown,Unknown,Unknown,0,BSE
CONTAINE,Unknown,Unknown,Unknown,0,BSE
HDFCGROWTH,Unknown,Unknown,Unknown,0,BSE
HDFCVALUE,Unknown,Unknown,Unknown,0,BSE
MAFIA,Unknown,Unknown,Unknown,0,BSE
TIPSFILMS,Tips Films Limited,Entertainment,Communication Services,2962692608,BSE
SRSOLTD,Unknown,Unknown,Unknown,0,BSE
TLL,Unknown,Unknown,Unknown,0,BSE
REETECH,Unknown,Unknown,Unknown,0,BSE
CARGOTRANS,Unknown,Unknown,Unknown,0,BSE
CNCRD,Unknown,Unknown,Unknown,0,BSE
INA,Unknown,Unknown,Unknown,0,BSE
CARGOSOL,Unknown,Unknown,Unknown,0,BSE
STML,Steelman Telecom Limited,Unknown,Unknown,0,BSE
VEDANTASSET,Unknown,Unknown,Unknown,0,BSE
MAAGHADV,Unknown,Unknown,Unknown,0,BSE
SECURCRED,SecUR Credentials Limited,Specialty Business Services,Industrials,203260848,BSE
EMIL,Electronics Mart India Limited,Specialty Retail,Consumer Cyclical,82413232128,BSE
HDFCLOWVOL,Unknown,Unknown,Unknown,0,BSE
HDFCMOMENT,Unknown,Unknown,Unknown,0,BSE
PPLPHARMA,Piramal Pharma Limited,Drug Manufacturers—Specialty & Generic,Healthcare,302137573376,BSE
DCI,DC Infotech and Communication Limited,Electronics & Computer Distribution,Technology,4754749952,BSE
PACE,Unknown,Unknown,Unknown,0,BSE
TRACXN,Tracxn Technologies Limited,Software—Application,Technology,9445487616,BSE
NARMADA,Narmada Agrobase Limited,Agricultural Inputs,Basic Materials,322340160,BSE
INFOBEAN,InfoBeans Technologies Limited,Software—Application,Technology,10450560000,BSE
HPIL,Hindprakash Industries Limited,Specialty Chemicals,Basic Materials,1749029760,BSE
DCXINDIA,DCX Systems Limited,Aerospace & Defense,Industrials,36762947584,BSE
DAPS,Unknown,Unknown,Unknown,0,BSE
FUSION,Fusion Finance Limited,Credit Services,Financial Services,24737427456,BSE
BIKAJI,Bikaji Foods International Limited,Packaged Foods,Consumer Defensive,237349617664,BSE
MEDANTA,Global Health Limited,Medical Care Facilities,Healthcare,268828983296,BSE
TECHNOPACK,Unknown,Unknown,Unknown,0,BSE
ACI,Archean Chemical Industries Limited,Chemicals,Basic Materials,88648409088,BSE
FIVESTAR,Five-Star Business Finance Limited,Credit Services,Financial Services,241292705792,BSE
KAYNES,Kaynes Technology India Limited,Specialty Industrial Machinery,Industrials,349774217216,BSE
HDFCNIFIT,Unknown,Unknown,Unknown,0,BSE
HDFCPVTBAN,Unknown,Unknown,Unknown,0,BSE
INOXGREEN,Inox Green Energy Services Limited,Utilities—Renewable,Utilities,75747442688,BSE
BBTCL,B&B Triplewall Containers Limited,Packaging & Containers,Consumer Cyclical,4748342784,BSE
RUSTOMJEE,Keystone Realtors Limited,Real Estate—Development,Real Estate,90991820800,BSE
VINNY,Vinny Overseas Limited,Textile Manufacturing,Consumer Cyclical,1428308224,BSE
AAATECH,AAA Technologies Limited,Information Technology Services,Technology,1702756608,BSE
FINIETF,Unknown,Unknown,Unknown,0,BSE
AMBOAGRI,Unknown,Unknown,Unknown,0,BSE
SIRCA,Sirca Paints India Limited,Specialty Chemicals,Basic Materials,18840524800,BSE
DHARMAJ,Dharmaj Crop Guard Limited,Agricultural Inputs,Basic Materials,11450524672,BSE
SARVESHWAR,Sarveshwar Foods Limited,Packaged Foods,Consumer Defensive,10032864256,BSE
UNIPARTS,Uniparts India Limited,Farm & Heavy Construction Machinery,Industrials,21140383744,BSE
GARGI,Unknown,Unknown,Unknown,0,BSE
COMMOIETF,Unknown,Unknown,Unknown,0,BSE
SULA,Sula Vineyards Limited,Beverages—Wineries & Distilleries,Consumer Defensive,38819598336,BSE
AHL,Abans Holdings Limited,Capital Markets,Financial Services,19122089984,BSE
DRONACHRYA,Unknown,Unknown,Unknown,0,BSE
LANDMARK,Landmark Cars Limited,Auto & Truck Dealerships,Consumer Cyclical,27259795456,BSE
IEL,Indiabulls Enterprises Limited,Rental & Leasing Services,Industrials,2544663552,BSE
KFINTECH,KFin Technologies Limited,Software—Application,Technology,194778349568,BSE
ELIN,Elin Electronics Limited,Electrical Equipment & Parts,Industrials,12077117440,BSE
RADIANTCMS,Radiant Cash Management Services Limited,Specialty Business Services,Industrials,8680695808,BSE
AVEER,Unknown,Unknown,Unknown,0,BSE
BANKETFADD,Unknown,Unknown,Unknown,0,BSE
SAH,Sah Polymers Limited,Packaging & Containers,Consumer Cyclical,2478479616,BSE
REXSEAL,Unknown,Unknown,Unknown,0,BSE
SVS,Unknown,Unknown,Unknown,0,BSE
LOGICA,Unknown,Unknown,Unknown,0,BSE
KAMOPAINTS,Kamdhenu Ventures Limited,Steel,Basic Materials,10559184896,BSE
AARTIPHARM,Aarti Pharmalabs Limited,Drug Manufacturers—Specialty & Generic,Healthcare,56614064128,BSE
DHARNI,Unknown,Unknown,Unknown,0,BSE
TRANSVOY,Unknown,Unknown,Unknown,0,BSE
EARTH,Unknown,Unknown,Unknown,0,BSE
ASHIKA,Unknown,Unknown,Unknown,0,BSE
BTML,Bodhi Tree Multimedia Limited,Entertainment,Communication Services,1513260032,BSE
NSLNISP,NMDC Steel Limited,Steel,Basic Materials,158575296512,BSE
INDONG,Unknown,Unknown,Unknown,0,BSE
HDFCBSE500,Unknown,Unknown,Unknown,0,BSE
HDFCSML250,Unknown,Unknown,Unknown,0,BSE
HDFCMID150,Unknown,Unknown,Unknown,0,BSE
SEALMATIC,Unknown,Unknown,Unknown,0,BSE
ROBU,Unknown,Unknown,Unknown,0,BSE
PATRON,Unknown,Unknown,Unknown,0,BSE
SVJ,Unknown,Unknown,Unknown,0,BSE
AMANAYA,Unknown,Unknown,Unknown,0,BSE
RESGEN,Unknown,Unknown,Unknown,0,BSE
ITCONS,Unknown,Unknown,Unknown,0,BSE
AIRAN,Airan Limited,Information Technology Services,Technology,4636992000,BSE
DIVGIITTS,Divgi TorqTransfer Systems Limited,Auto Parts,Consumer Cyclical,18386440192,BSE
PCL,Unknown,Unknown,Unknown,0,BSE
PSUBNKIETF,Unknown,Unknown,Unknown,0,BSE
SUDARSHAN,Unknown,Unknown,Unknown,0,BSE
GSLSU,Global Surfaces Limited,Building Materials,Basic Materials,8976464896,BSE
LABELKRAFT,Overlay Shares Core Bond ETF Es,Unknown,Unknown,0,BSE
BRIGHT,Unknown,Unknown,Unknown,0,BSE
COMMAND,Unknown,Unknown,Unknown,0,BSE
DEVLAB,Unknown,Unknown,Unknown,0,BSE
AXSENSEX,Unknown,Unknown,Unknown,0,BSE
LOWVOL,Unknown,Unknown,Unknown,0,BSE
JAFINANCE,Unknown,Unknown,Unknown,0,BSE
USK,Udayshivakumar Infra Limited,Engineering & Construction,Industrials,3218461696,BSE
MAIDEN,Unknown,Unknown,Unknown,0,BSE
EXHICON,Unknown,Unknown,Unknown,0,BSE
AVALON,Avalon Technologies Limited,Electronic Components,Technology,38752432128,BSE
SANCODE,Unknown,Unknown,Unknown,0,BSE
BLAL,BEML Land Assets Limited,Shell Companies,Financial Services,10030077952,BSE
RHL,Robust Hotels Limited,Lodging,Consumer Cyclical,3371881472,BSE
RETINA,Unknown,Unknown,Unknown,0,BSE
MANKIND,Mankind Pharma Limited,Drug Manufacturers—Specialty & Generic,Healthcare,1032359444480,BSE
INNOKAIZ,Unknown,Unknown,Unknown,0,BSE
AVG,AVG Logistics Limited,Integrated Freight & Logistics,Industrials,6339378688,BSE
ATALREAL,Atal Realtech Limited,Engineering & Construction,Industrials,1403005952,BSE
PIGL,Power & Instrumental (Gujarat) Limited,Engineering & Construction,Industrials,3041802752,BSE
SWATIPRO,Unknown,Unknown,Unknown,0,BSE
PAVNAIND,Pavna Industries Limited,Auto Parts,Consumer Cyclical,6070910464,BSE
HSIL,CAD/JPY,Unknown,Unknown,0,BSE
SIGMA,Sigma Solve Limited,Information Technology Services,Technology,3882401280,BSE
GHCLTEXTIL,GHCL Textiles Limited,Textile Manufacturing,Consumer Cyclical,9658945536,BSE
MKPL,M. K. Proteins Limited,Packaged Foods,Consumer Defensive,3434653696,BSE
CFF,Unknown,Unknown,Unknown,0,BSE
COMRADE,Unknown,Unknown,Unknown,0,BSE
IKIO,IKIO Lighting Limited,Electronic Components,Technology,22593013760,BSE
SONALIS,Unknown,Unknown,Unknown,0,BSE
BIZOTIC,Unknown,Unknown,Unknown,0,BSE
ASIAN,Unknown,Unknown,Unknown,0,BSE
COSMICCRF,Unknown,Unknown,Unknown,0,BSE
HMAAGRO,HMA Agro Industries Limited,Packaged Foods,Consumer Defensive,23936804864,BSE
URAVI,Uravi T & Wedge Lamps Limited,Auto Parts,Consumer Cyclical,4571049984,BSE
VEEFIN,Unknown,Unknown,Unknown,0,BSE
IDEAFORGE,ideaForge Technology Limited,Computer Hardware,Technology,30100797440,BSE
CYIENTDLM,Cyient DLM Limited,Electronic Components,Technology,56331120640,BSE
MACIND,Unknown,Unknown,Unknown,0,BSE
ITETFADD,Unknown,Unknown,Unknown,0,BSE
SENCO,Senco Gold Limited,Luxury Goods,Consumer Cyclical,114990292992,BSE
ALPHAIND,Unknown,Unknown,Unknown,0,BSE
ACCELERATE,Unknown,Unknown,Unknown,0,BSE
KAKA,Unknown,Unknown,Unknown,0,BSE
JIOFIN,Jio Financial Services Limited,Asset Management,Financial Services,2229365899264,BSE
AHASOLAR,Unknown,Unknown,Unknown,0,BSE
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Banks—Regional,Financial Services,50442743808,BSE
ASARFI,Unknown,Unknown,Unknown,0,BSE
BANKETF,Unknown,Unknown,Unknown,0,BSE
NETWEB,Netweb Technologies India Limited,Computer Hardware,Technology,141052280832,BSE
SENSEXADD,Unknown,Unknown,Unknown,0,BSE
PSUBANKADD,Unknown,Unknown,Unknown,0,BSE
PVTBANKADD,Unknown,Unknown,Unknown,0,BSE
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Medical Care Facilities,Healthcare,48398049280,BSE
INNOVATUS,Unknown,Unknown,Unknown,0,BSE
NIITMTS,NIIT Learning Systems Limited,Education & Training Services,Consumer Defensive,68149149696,BSE
KHAZANCHI,Unknown,Unknown,Unknown,0,BSE
ATL,Unknown,Unknown,Unknown,0,BSE
TREL,Unknown,Unknown,Unknown,0,BSE
QUAL30IETF,Unknown,Unknown,Unknown,0,BSE
REDTAPE,REDTAPE Limited,Footwear & Accessories,Consumer Cyclical,109414522880,BSE
VLEGOV,VL E-Governance & IT Solutions Limited,Integrated Freight & Logistics,Industrials,17550782464,BSE
SBFC,SBFC Finance Limited,Credit Services,Financial Services,99691798528,BSE
CONCORDBIO,Concord Biotech Limited,Biotechnology,Healthcare,206998454272,BSE
DPWIRES,D.P. Wires Limited,Metal Fabrication,Industrials,6311762944,BSE
SHELTER,Unknown,Unknown,Unknown,0,BSE
TVSSCS,TVS Supply Chain Solutions Limited,Integrated Freight & Logistics,Industrials,90498826240,BSE
PYRAMID,Pyramid Technoplast Limited,Packaging & Containers,Consumer Cyclical,6218470400,BSE
SHOORA,Unknown,Unknown,Unknown,0,BSE
BONDADA,Unknown,Unknown,Unknown,0,BSE
AEROFLEX,Aeroflex Industries Limited,Metal Fabrication,Industrials,24790642688,BSE
VPRPL,Vishnu Prakash R Punglia Limited,Engineering & Construction,Industrials,32357582848,BSE
NIFMID150,Unknown,Unknown,Unknown,0,BSE
SHRAAITECH,Unknown,Unknown,Unknown,0,BSE
RISHABH,Rishabh Instruments Limited,Scientific & Technical Instruments,Technology,15186280448,BSE
RATNAVEER,Ratnaveer Precision Engineering Limited,Steel,Basic Materials,9872493568,BSE
KAHAN,Unknown,Unknown,Unknown,0,BSE
JLHL,Jupiter Life Line Hospitals Limited,Medical Care Facilities,Healthcare,91782561792,BSE
RRKABEL,R R Kabel Limited,Electrical Equipment & Parts,Industrials,196069097472,BSE
MESON,Unknown,Unknown,Unknown,0,BSE
EMSLIMITED,EMS Limited,Engineering & Construction,Industrials,41589792768,BSE
SAMHI,SAMHI Hotels Limited,Lodging,Consumer Cyclical,43911573504,BSE
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Software—Infrastructure,Technology,53947080704,BSE
SOUTHWEST,South West Pinnacle Exploration Limited,Oil & Gas Equipment & Services,Energy,3522678016,BSE
NAVINIFTY,Unknown,Unknown,Unknown,0,BSE
NUVAMA,Nuvama Wealth Management Limited,Asset Management,Financial Services,233057959936,BSE
KALAMANDIR,Sai Silks (Kalamandir) Limited,Apparel Retail,Consumer Cyclical,26161993728,BSE
SIGNATURE,Signatureglobal (India) Limited,Real Estate—Development,Real Estate,226180562944,BSE
TECHKGREEN,Unknown,Unknown,Unknown,0,BSE
YATRA,Yatra Online Limited,Travel Services,Consumer Cyclical,21144430592,BSE
ARCL,Unknown,Unknown,Unknown,0,BSE
JSWINFRA,JSW Infrastructure Limited,Marine Shipping,Industrials,711285538816,BSE
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited,Luxury Goods,Consumer Cyclical,13222991872,BSE
UDS,Updater Services Limited,Specialty Business Services,Industrials,25524076544,BSE
ORGANICREC,Unknown,Unknown,Unknown,0,BSE
VALIANTLAB,Valiant Laboratories Limited,Drug Manufacturers—Specialty & Generic,Healthcare,5329142784,BSE
SENSEXETF,Unknown,Unknown,Unknown,0,BSE
CCAL,Unknown,Unknown,Unknown,0,BSE
SUNITATOOL,Unknown,Unknown,Unknown,0,BSE
VIVAA,Unknown,Unknown,Unknown,0,BSE
PLAZACABLE,Plaza Wires Limited,Electrical Equipment & Parts,Industrials,3702302720,BSE
IRMENERGY,IRM Energy Limited,Utilities—Regulated Gas,Utilities,18277726208,BSE
ITETF,Unknown,Unknown,Unknown,0,BSE
ALPHAETF,Unknown,Unknown,Unknown,0,BSE
MAXESTATES,Max Estates Limited,Real Estate—Development,Real Estate,96860315648,BSE
BLUEJET,Blue Jet Healthcare Limited,Biotechnology,Healthcare,89872211968,BSE
VPL,Unknown,Unknown,Unknown,0,BSE
CELLO,Cello World Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,199746289664,BSE
KKSHL,Unknown,Unknown,Unknown,0,BSE
HONASA,Honasa Consumer Limited,Household & Personal Products,Consumer Defensive,147713720320,BSE
MISHDESIGN,Unknown,Unknown,Unknown,0,BSE
ESAFSFB,ESAF Small Finance Bank,Banks—Regional,Financial Services,23009718272,BSE
PROTEAN,Unknown,Unknown,Unknown,0,BSE
ASKAUTOLTD,ASK Automotive Limited,Auto Parts,Consumer Cyclical,85776924672,BSE
KALYANI,Unknown,Unknown,Unknown,0,BSE
ARROWHEAD,Unknown,Unknown,Unknown,0,BSE
IREDA,Indian Renewable Energy Development Agency Limited,Credit Services,Financial Services,620200591360,BSE
FEDFINA,Fedbank Financial Services Limited,Credit Services,Financial Services,43774865408,BSE
TATATECH,Tata Technologies Limited,Information Technology Services,Technology,443964162048,BSE
GANDHAR,Gandhar Oil Refinery (India) Limited,Oil & Gas Refining & Marketing,Energy,20303089664,BSE
FLAIR,Flair Writing Industries Limited,Business Equipment & Supplies,Industrials,32314107904,BSE
SPL,Unknown,Unknown,Unknown,0,BSE
DEEPAKCHEM,Unknown,Unknown,Unknown,0,BSE
AMIC,Unknown,Unknown,Unknown,0,BSE
BAJEL,Bajel Projects Limited,Utilities—Regulated Electric,Utilities,32222711808,BSE
INDIASHLTR,India Shelter Finance Corporation Limited,Mortgage Finance,Financial Services,80901308416,BSE
DOMS,DOMS Industries Limited,Business Equipment & Supplies,Industrials,160720945152,BSE
INOXINDIA,INOX India Limited,Specialty Industrial Machinery,Industrials,106560880640,BSE
